42.37116,-71.07715
42.37116,-71.07715
42.37075,-71.07653
42.37068,-71.07607
42.37067,-71.07604
42.37064,-71.07581
42.37061,-71.07571
42.37057,-71.07556
42.37046,-71.07522
42.37037,-71.07495
42.37024,-71.07468
42.36966,-71.07352
42.36938,-71.07298
42.36897,-71.07218
42.36843,-71.07114
42.36792,-71.07011
42.36768,-71.06965
42.36767,-71.06963
42.36737,-71.06894
42.36693,-71.0681
42.3669,-71.06803
42.36671,-71.06765
42.3667,-71.06764
42.36662,-71.06746
42.36651,-71.06725
42.3664,-71.06701
42.3663,-71.06676
42.3662,-71.06648
42.36609,-71.06606
42.36603,-71.06572
42.36597,-71.06546
42.36581,-71.06481
42.36566,-71.06449
42.36564,-71.06441
42.36563,-71.06433
42.36565,-71.06415
42.36568,-71.06398
42.36575,-71.06375
42.36595,-71.06328
42.36645,-71.06216
42.3665,-71.06202
42.36653,-71.0619
42.36655,-71.06169
42.36655,-71.06159
42.36653,-71.06151
42.36649,-71.06142
42.36585,-71.06078
42.36574,-71.06068
42.36566,-71.0606
42.36399,-71.0591
42.36354,-71.0586
42.36346,-71.05851
42.36326,-71.05833
42.36319,-71.05828
42.36305,-71.0582
42.36305,-71.05819
42.36297,-71.05815
42.36286,-71.05812
42.36273,-71.0581
42.36256,-71.05805
42.36127,-71.05795
42.36107,-71.05794
42.36096,-71.05795
42.36085,-71.05803
42.35978,-71.05898
42.35953,-71.05922
42.35944,-71.05931
42.35934,-71.05939
42.35921,-71.05951
42.35907,-71.05962
42.35808,-71.06033
42.35781,-71.06058
42.35722,-71.06122
42.35698,-71.06149
42.35681,-71.06166
42.35669,-71.06176
42.35658,-71.06189
42.35633,-71.06219
42.35628,-71.06226
42.35622,-71.06234
42.35592,-71.06269
42.35578,-71.06285
42.35562,-71.06303
42.3555,-71.06317
42.35529,-71.06335
42.35505,-71.0635
42.3549,-71.06352
42.35477,-71.0636
42.35452,-71.06371
42.354,-71.06399
42.3539,-71.06403
42.35372,-71.06413
42.35364,-71.06417
42.35356,-71.06426
42.35335,-71.06436
42.35318,-71.06447
42.35303,-71.06454
42.35301,-71.06455
42.35258,-71.06469
42.35253,-71.06475
42.3525,-71.06481
42.35248,-71.06488
42.35246,-71.06504
42.35259,-71.06713
42.35253,-71.06763
42.35243,-71.06829
42.35224,-71.06911
42.3518,-71.07081
42.35179,-71.07084
42.35176,-71.07097
42.34998,-71.07745
42.34991,-71.07771
42.34983,-71.07803
42.34975,-71.07836
42.34962,-71.07885
42.34949,-71.07919
42.34944,-71.07928
42.34935,-71.07933
42.3488,-71.07913
42.34872,-71.07914
42.34723,-71.07952
42.34695,-71.07966
42.34679,-71.07979
42.34667,-71.07993
42.34568,-71.08123
42.34558,-71.08136
42.34545,-71.08153
42.34542,-71.08157
42.34532,-71.0817
42.34294,-71.08462
42.34272,-71.0849
42.34264,-71.08499
42.34255,-71.0851
42.34175,-71.08605
42.34139,-71.08651
42.34127,-71.08669
42.34108,-71.08703
42.341,-71.08722
42.34091,-71.08745
42.34076,-71.08783
42.34063,-71.08817
42.34037,-71.08878
42.34028,-71.08899
42.34008,-71.08947
42.34006,-71.08952
42.33962,-71.0906
42.33957,-71.09073
42.33932,-71.09139
42.33906,-71.09202
42.33891,-71.09242
42.3388,-71.09275
42.33844,-71.09367
42.33831,-71.09401
42.33785,-71.0951
42.33783,-71.09514
42.3377,-71.0955
42.3377,-71.09551
42.33751,-71.09602
42.337,-71.0973
42.33638,-71.09889
42.33615,-71.09952
42.33606,-71.09973
42.33593,-71.10003
42.33587,-71.10017
42.33579,-71.10038
42.33564,-71.10073
42.33542,-71.10128
42.33535,-71.1015
42.33512,-71.10221
42.33502,-71.10249
42.33468,-71.10339
42.33455,-71.10372
42.33452,-71.1038
42.3343,-71.10436
42.33421,-71.10457
42.3342,-71.10459
42.33418,-71.10464
42.33408,-71.1049
42.334,-71.10511
42.33383,-71.10546
42.33369,-71.10572
42.33364,-71.10581
42.33356,-71.10594
42.33341,-71.10625
42.33333,-71.10646
42.33326,-71.10671
42.33323,-71.1069
42.33323,-71.10704
42.33323,-71.10745
42.33322,-71.1082
42.3332,-71.10852
42.3332,-71.1088
42.33319,-71.10908
42.33319,-71.10936
42.33318,-71.10959
42.33315,-71.10974
42.33315,-71.10975
42.33314,-71.10982
42.33313,-71.10986
42.33309,-71.10999
42.33304,-71.11016
42.33291,-71.11043
42.33283,-71.11058
42.33276,-71.11074
42.33252,-71.11114
42.33238,-71.11135
42.33227,-71.11152
42.33218,-71.11167
42.33209,-71.11181
42.332,-71.11194
42.33197,-71.11197
42.33194,-71.11198
42.3318,-71.11194
42.33169,-71.11189
42.33078,-71.11155
42.33014,-71.1113
42.33002,-71.11126
42.32953,-71.11102
42.32917,-71.11085
42.32898,-71.11074
42.32882,-71.11055
