42.41342,-70.99165
42.4127,-70.99202
42.41219,-70.99223
42.41169,-70.99241
42.41147,-70.99246
42.41072,-70.99261
42.41038,-70.99265
42.41004,-70.99268
42.40966,-70.99268
42.40935,-70.99268
42.40905,-70.99266
42.40856,-70.99261
42.40842,-70.99259
42.40839,-70.99259
42.40796,-70.99255
42.40784,-70.99254
42.40783,-70.99254
42.40772,-70.99252
42.4073,-70.99242
42.40714,-70.99238
42.40541,-70.99212
42.40488,-70.99205
42.40338,-70.99182
42.40187,-70.99159
42.40069,-70.99141
42.40027,-70.99138
42.40009,-70.99138
42.4,-70.99139
42.39985,-70.9914
42.39978,-70.9914
42.39942,-70.99146
42.3991,-70.99154
42.39877,-70.99164
42.39844,-70.99179
42.39804,-70.99199
42.39764,-70.99225
42.39754,-70.99231
42.39753,-70.99232
42.39746,-70.99237
42.39721,-70.99253
42.3967,-70.99287
42.39593,-70.99339
42.39519,-70.99387
42.39406,-70.99464
42.39367,-70.99489
42.3932,-70.9952
42.39201,-70.99598
42.39145,-70.99635
42.39097,-70.99672
42.3906,-70.99701
42.3905,-70.99711
42.39049,-70.99712
42.39028,-70.99732
42.39012,-70.99749
42.39003,-70.99758
42.38985,-70.99781
42.38945,-70.99833
42.38927,-70.99861
42.38898,-70.99904
42.38859,-70.99974
42.38849,-70.99996
42.38835,-71.00027
42.38831,-71.00035
42.38823,-71.00049
42.38811,-71.00084
42.38775,-71.00199
42.38772,-71.00208
42.38765,-71.00233
42.38737,-71.00316
42.38732,-71.0033
42.38727,-71.00346
42.38716,-71.00379
42.38713,-71.0039
42.38705,-71.00414
42.38685,-71.00473
42.38677,-71.00497
42.38658,-71.00554
42.3865,-71.00579
42.38645,-71.00593
42.38636,-71.00622
42.38619,-71.00676
42.38562,-71.00844
42.38502,-71.01021
42.38499,-71.01029
42.3848,-71.01071
42.38473,-71.01083
42.38464,-71.01095
42.38382,-71.01207
42.38166,-71.01498
42.3816,-71.01506
42.38156,-71.01511
42.38109,-71.01574
42.38095,-71.01591
42.38085,-71.01608
42.38076,-71.01625
42.38066,-71.01644
42.38051,-71.01681
42.38043,-71.01704
42.38036,-71.01733
42.38024,-71.0179
42.3802,-71.01819
42.38019,-71.01855
42.38021,-71.02046
42.3802,-71.0209
42.38016,-71.02118
42.38011,-71.02146
42.38004,-71.02173
42.37998,-71.02192
42.37989,-71.02214
42.37977,-71.02248
42.37963,-71.02286
42.37963,-71.02287
42.37939,-71.0235
42.37905,-71.02442
42.37895,-71.02463
42.37885,-71.02482
42.37874,-71.02499
42.37862,-71.02516
42.37859,-71.0252
42.37848,-71.02533
42.37821,-71.02565
42.37761,-71.02636
42.37727,-71.02679
42.37708,-71.02708
42.37691,-71.02738
42.3766,-71.0279
42.37637,-71.02822
42.37619,-71.02842
42.37599,-71.02861
42.37582,-71.02879
42.3756,-71.02894
42.37517,-71.02928
42.375,-71.02943
42.37476,-71.02968
42.37447,-71.03001
42.37424,-71.03028
42.37421,-71.03031
42.37418,-71.03035
42.37413,-71.0304
42.37382,-71.03076
42.3738,-71.03079
42.37376,-71.03084
42.37286,-71.03188
42.37269,-71.0321
42.37266,-71.03214
42.37264,-71.03218
42.3726,-71.03225
42.37247,-71.0325
42.37241,-71.03268
42.37235,-71.03287
42.37232,-71.03314
42.3723,-71.03569
42.37229,-71.03581
42.37226,-71.03593
42.37223,-71.03602
42.37214,-71.03614
42.37166,-71.03669
42.37117,-71.03733
42.3709,-71.03767
42.37056,-71.03808
42.36996,-71.03881
42.36912,-71.03952
42.3691,-71.03953
42.3688,-71.0398
42.3663,-71.04206
42.36012,-71.04788
42.35988,-71.05044
42.3598,-71.05079
42.35964,-71.05121
42.35958,-71.0515
42.35956,-71.05158
42.35954,-71.05169
42.35954,-71.05173
42.35945,-71.05228
42.35895,-71.05612
42.35888,-71.05684
42.35888,-71.0573
42.35888,-71.05731
42.35889,-71.0576
42.35889,-71.05767
42.35889,-71.05771
42.35894,-71.05821
42.35903,-71.05878
42.35907,-71.05894
42.35912,-71.05916
42.35917,-71.05931
42.35925,-71.05947
42.35928,-71.05951
42.35935,-71.05958
42.35944,-71.05966
42.35954,-71.05971
42.35967,-71.05979
42.36002,-71.06017
42.36013,-71.06025
42.36026,-71.06032
42.36042,-71.06038
42.36045,-71.06039
42.36051,-71.06045
42.36059,-71.06053
42.36065,-71.06063
42.36071,-71.06076
42.36103,-71.06156
42.36108,-71.06181
42.36114,-71.06207
42.36116,-71.06213
